id:ID,label,type,support_count:int,support_probability:float,base_rate:float,batch_ids,description,date,location,:LABEL
event:grand_jury_ignored_cases,Grand Jury Ignored Cases,Event,,,,,,,,Event
event:grand_jury_indictments,Grand Jury Indictments,Event,,,,,,,,Event
event:grand_prize_race,Grand Prize Race,Event,,,,,,,,Event
event:grand_vizier_visit,Grand Vizier Visit,Event,,,,,,,,Event
event:great-artillery-duel,Great Artillery Duel,Event,,,,,,,,Event
event:great-britain-malta-self-rule,Great Britain Grants Malta Self-Government,event,,,,,,,,event
event:great-damage-to-boathouses,Great Damage to Boathouses,Event,,,,,,,,Event
event:great-falls-dam-project,Special board of engineers reports favorably on the Langfitt plan,Event,,,,,,,,Event
event:great_falls_harnessing,Great Falls Harnessing Debate,event,,,,,,,,event
event:great_falls_power_development,Great Falls Power Development,Event,,,,,,,,Event
event:great_falls_waterpower_project,Great Falls Waterpower Project,event,,,,,,,,event
event:great_northern_wreck,Great Northern Wreck,Event,,,,,,,,Event
event:greater-berlin-communist-organizations-issue-call,Greater Berlin Communist Organizations Issue Call,event,,,,,,,,event
event:greece-declaration-of-war,Declaration of War,Event,,,,,,,,Event
event:greek-royalist-refusal-evacuate,Greek royalist refusal to evacuate Katerina,event,,,,,,,,event
event:greek_italian_conflict,Greek-Italian Conflict,Event,,,,,,,,Event
event:greek_neutrality_change,Greek neutrality change,Event,,,,,,,,Event
event:gridiron_club_dinner,Gridiron Club Dinner Incident,Event,,,,,,,,Event
event:grounding-of-destroyers,Grounding of Destroyers,Event,,,,,,,,Event
event:guard-transfers,Guard Transfers,Event,,,,,,,,Event
event:guatemala-earthquake,Guatemala Earthquake,Event,,,,,,,,Event
event:guchkov-trip,Guchkov's Trip to Riga,Event,,,,,,,,Event
event:gun-delivery,Delivery of Another 70-Mile Gun,Event,,,,,,,,Event
event:gun_production,Gun production during World War I,Event,,,,,,,,Event
event:gun_toting_bill_introduced,Gun-Toting Bill Introduced,Event,,,,,,,,Event
event:gunfire_in_toul_sector,Gunfire in Toul sector,Event,,,,,,,,Event
event:gwinns-trial,Gwynn's Trial,Event,,,,,,,,Event
event:h_c_hoover_acceptance,H.C. Hoover Acceptance,Event,,,,,,,,Event
event:haig_advancement,Advancement of Haig,event,,,,,,,,event
event:hale-experience,Hale Experience,Event,,,,,,,,Event
event:half-holiday-data,George Cain Presents Data for Saturday Half-Holidays,Event,,,,,,,,Event
event:half_holiday_order,Half Holiday Order,event,,,,,,,,event
event:halifax-explosion,Explosion in Halifax,event,,,,,,,,event
event:halifax-tag-day,Halifax Tag Day in Boston,Event,,,,,,,,Event
event:hall_arrested,Hall Arrested,Event,,,,,,,,Event
event:hamburg-riot,Hamburg Riot,Event,,,,,,,,Event
event:hand_knitting_survey,Survey of Hand Knitting Stocks by War Industries Board,event,,,,,,,,event
event:handbook_raids,Handbook Raids,Event,,,,,,,,Event
event:hangard_capture,Hangard Capture,Event,,,,,,,,Event
event:harassing-tactics,Harassing tactics,Event,,,,,,,,Event
event:harding-golf-game,Senator Harding plays golf,event,,,,,,,,event
event:harding-home-coming,Senator Harding's homecoming,event,,,,,,,,event
event:harding-league-statement,Senator Harding announces his stance on the League of Nations,Event,,,,,,,,Event
event:harding-received-congratulations,Senator Harding receives congratulations,event,,,,,,,,event
event:harding-speaks-on-league-of-nations,Harding speaks on League of Nations,event,,,,,,,,event
event:harding-trains-tour,Harding's train tour,Event,,,,,,,,Event
event:harding-visit-barber,Senator Harding visits barber,event,,,,,,,,event
event:harding_acceptance,Harding Accepts Republican Nomination,Event,,,,,,,,Event
event:harding_addresses_women,Harding Addresses Women,event,,,,,,,,event
event:harding_cabinet_selection,Harding Cabinet Selection,event,,,,,,,,event
event:harding_cabinet_selections,Harding Cabinet Selections,Event,,,,,,,,Event
event:harding_campaign,Harding Campaign,Event,,,,,,,,Event
event:harding_challenge,Harding's Challenge,event,,,,,,,,event
event:harding_election_campaign,Election Campaign,event,,,,,,,,event
event:harding_homecoming,Harding Homecoming,Event,,,,,,,,Event
event:harding_labor_day_speech,Senator Harding's Labor Day Speech,Event,,,,,,,,Event
event:harding_leaves_dugout,Harding Leaves 'Dugout',event,,,,,,,,event
event:harding_leaves_dugout_cry_kamerad,Harding Leaves 'Dugout' and Cries 'Kamerad',event,,,,,,,,event
event:harding_nomination,Nomination of Senator Harding as Republican Presidential Candidate,Event,,,,,,,,Event
event:harding_seclusion,Senator Harding Secludes Himself to Work on Speech,event,,,,,,,,event
event:harding_speech,Harding's Speech at Minnesota State Fair,event,,,,,,,,event
event:harding_speech_indianapolis,Harding's Speech in Indianapolis,event,,,,,,,,event
event:harding_speech_to_senate,Harding's Speech to Senate,event,,,,,,,,event
event:harding_support,Harding receives support from various figures,event,,,,,,,,event
event:harding_thanksgiving,Harding's Thanksgiving observance,event,,,,,,,,event
event:harding_victory,Harding Victory,Event,,,,,,,,Event
event:harding_visit,Harding's visit to Panama,event,,,,,,,,event
event:harel_sentence,Sentence of Joseph Harel,event,,,,,,,,event
event:harvester-company-strike,Harvester Company Strike,event,,,,,,,,event
event:hatless-man-descends-stairway,Hatless Man Descends Stairway,event,,,,,,,,event
event:hay-become-public-health-station,Hay Becomes Public Health Station,event,,,,,,,,event
event:hayea-archbishop-installation,Most Rev. Patrick Joseph Hayes installed as Archbishop of New York,event,,,,,,,,event
event:hayman-death,Hayman Death,Event,,,,,,,,Event
event:healdton-sinking,Sinking of Healdton,event,,,,,,,,event
event:health-inspection-resumption,Resumption of Health Inspections,event,,,,,,,,event
event:health-officer-report,Health Officer Report,event,,,,,,,,event
event:hearing,Hearing,Event,,,,,,,,Event
event:hearing-on-bridge-f,Hearing on Bridge Location,Event,,,,,,,,Event
event:hearing-on-dry-bill,Hearing on Dry Bill,Event,,,,,,,,Event
event:hearing-on-government-ownership-of-telephones,Hearing on government ownership of telephones,event,,,,,,,,event
event:hearing-resumed,Hearing Resumed,Event,,,,,,,,Event
event:hearing_on_district_appropriation_bill,Hearing on District appropriation bill,Event,,,,,,,,Event
event:hearing_on_merger,Hearing on Merger,Event,,,,,,,,Event
event:hears_to_run,Hearst to run,Event,,,,,,,,Event
event:heart-exposed,Heart Exposed,Event,,,,,,,,Event
event:heat-wave-forecast,Heat wave forecast,event,,,,,,,,event
event:heat-wave-in-michigan,Heat wave in Michigan,event,,,,,,,,event
event:heaters-also-to-assist,Heaters Also to Assist,event,,,,,,,,event
event:heatless_days,Heatless Days,event,,,,,,,,event
event:heatless_monday,Heatless Monday,event,,,,,,,,event
event:heavy-fighting-ceases,Heavy Fighting Ceases,event,,,,,,,,event
event:heavy-firing-in-belgium,Heavy Firing in Belgium,event,,,,,,,,event
event:heavy_bombardment_between_locre_and_ypres,Heavy Bombardment Between Loker and Ypres,event,,,,,,,,event
event:heavy_gunfire_resumed,Heavy gunfire resumed,Event,,,,,,,,Event
event:hebrew_prayers,Hebrew Prayers for Peace,Event,,,,,,,,Event
event:helmet_sale,Helmet Sale,event,,,,,,,,event
event:herbert_bigelow_whipped,Herbert Bigelow whipped by mob,Event,,,,,,,,Event
event:herbert_c_hoover_presidential_sentiment,Sentiment for Herbert C. Hoover for President,Event,,,,,,,,Event
event:hermit_return,Hermit Returns to Civilization,Event,,,,,,,,Event
event:hiccoughs_epidemic,Hiccoughs Epidemic,Event,,,,,,,,Event
event:high-cost-of-living,High Cost of Living,event,,,,,,,,event
event:high-sheep-price,High Sheep Price,Event,,,,,,,,Event
event:high-water-receded,High Water Receded,Event,,,,,,,,Event
event:high_cost_of_living,High Cost of Living,Event,,,,,,,,Event
event:high_cost_of_living_bills,High Cost of Living Bills Introduced,Event,,,,,,,,Event
event:high_tension,High Tension,Event,,,,,,,,Event
event:high_tension_cable_cutting,High-Tension Cable Cutting,Event,,,,,,,,Event
event:higher-pay-request,Request for higher pay for R. R. Traffic Adjusters,event,,,,,,,,event
event:highest_court_inquiry,Highest court inquiry,Event,,,,,,,,Event
event:highway_robbery,Highway robbery,Event,,,,,,,,Event
event:hills_trade_jack_martin,Hills Trade Jack Martin,event,,,,,,,,event
event:hitchcock-line,Hitchcock Line,Event,,,,,,,,Event
event:hitchcock_speech,Speech by Senator Hitchcock,event,,,,,,,,event
event:hoarding-profiteering,Hoarding and profiteering to be investigated,Event,,,,,,,,Event
event:hohenzollern_statues_melting,Hohenzollern Statues to Be Melted,event,,,,,,,,event
event:holdup-at-munsey-trust-co,Hold-up at Munsey Trust Co.,Event,,,,,,,,Event
event:holland-revolution-threat,Threat of Revolution in Holland,Event,,,,,,,,Event
event:holland_to_force_kaiser_to_leave_if_he_is_danger,Holland to force Kaiser to leave if he is danger,Event,,,,,,,,Event
event:home-guard-action,Home Guard Action,Event,,,,,,,,Event
event:home_club_tennis,Home Club Tennis,event,,,,,,,,event
event:homecoming_soldiers_cheer,Homecoming Soldiers Cheer,Event,,,,,,,,Event
event:homicides,Homicides,Event,,,,,,,,Event
event:honor_system_adoption,Adoption of Honor System,Event,,,,,,,,Event
event:hoover-popular-rally,Popular Rally for Hoover,Event,,,,,,,,Event
event:hoover-primary-performance,Hoover's Primary Performance,Event,,,,,,,,Event
event:hoover-relief,Hoover Relief,Event,,,,,,,,Event
event:hoover-vs-johnson-campaign-expenditure,Hoover vs Johnson Campaign Expenditure,event,,,,,,,,event
event:hoover_campaign_expenditures,Expenditures for Herbert Hoover's presidential campaign,Event,,,,,,,,Event
event:hoover_food_administrator,Hoover appointed as Food Administrator,Event,,,,,,,,Event
event:hoover_for_gop,Herbert Hoover supports the Republican ticket,Event,,,,,,,,Event
event:hoover_presidential_candidacy,Hoover presidential candidacy,Event,,,,,,,,Event
event:hoover_speech,speech,event,,,,,,,,event
event:hoover_statement,Hoover's Statement on Food Administration,event,,,,,,,,event
event:hope-to-settle-differences,Hope to Settle Differences,event,,,,,,,,event
event:hopefulness-collapse,Hopefulness Collapse,event,,,,,,,,event
event:horse_drawn_artillery_return,Horse-Drawn Artillery Returned,Event,,,,,,,,Event
event:hospital-unit-departure,Hospital Unit Departure for France,Event,,,,,,,,Event
event:house-caucus-insurgency,House Caucus Insurgency,Event,,,,,,,,Event
event:house-committee-hearing,House Committee Hearing,event,,,,,,,,event
event:house-debate,House Debate on War Resolution,Event,,,,,,,,Event
event:house-grants-more-time,House Grants More Time for Peace Note Leak Inquiry,Event,,,,,,,,Event
event:house-price,House Price,Event,,,,,,,,Event
event:house-restores-plan-for-disctrict-financing,House restores plan for district financing,Event,,,,,,,,Event
event:house-stands-firm,House Stands Firm,Event,,,,,,,,Event
event:house-vote,House vote on Army Bill,event,,,,,,,,event
event:house-vote-down-plan,House votes down plan to kill loan to Entente Allies,Event,,,,,,,,Event
event:house_adjournment,House Adjournment,Event,,,,,,,,Event
event:house_approval,House Approval of Militia Relief Bill,Event,,,,,,,,Event
event:house_approves_move_to_increase_taxes_and_150_50_plan,House Approves Move to Increase Taxes and 50-50 Plan,Event,,,,,,,,Event
event:house_approves_report,House Approves Report,Event,,,,,,,,Event
event:house_hearing,House Hearing on Stock Market Leak,Event,,,,,,,,Event
event:house_program_fixed,House Program Fixed,event,,,,,,,,event
event:house_quorum_issue,House Quorum Issue,Event,,,,,,,,Event
event:house_reception,House Reception,Event,,,,,,,,Event
event:house_to_house_canvass,HOUSE TO HOUSE CANVASS,event,,,,,,,,event
event:house_votes_to_abrogate_fiscal_system,House votes to abrogate fiscal system,Event,,,,,,,,Event
event:housewives_alliance_meeting,Housewives' Alliance Meeting,Event,,,,,,,,Event
event:house辩论,House辩论,Event,,,,,,,,Event
event:housing-shortage,Housing Shortage,Event,,,,,,,,Event
event:how-us-will-select-men-for-war-service,How U.S. Will Select Men for War Service,event,,,,,,,,event
event:howells_birthday,howells 83rd birthday,event,,,,,,,,event
event:hun_ukraine_chief_and_adjutant_die,Death of Field Marshal von Eichhorn and Capt. von Dressier,Event,,,,,,,,Event
event:hungarian-blockade-ratified,Hungarian Blockade Ratified,event,,,,,,,,event
event:hungarian-dictatorship-collapse,Hungarian dictatorship collapse,event,,,,,,,,event
event:hungarian-government-request,Hungarian government requests troops,Event,,,,,,,,Event
event:hungarian-mourning,Hungarian house of magnates in mourning,event,,,,,,,,event
event:hungarian-soviet-government,Hungarian Soviet Government Overthrown,event,,,,,,,,event
event:hungarian_counter_revolutionary_movement,Hungarian Counter-Revolutionary Movement,event,,,,,,,,event
event:hungarian_diet_tumult,Hungarian Diet Tumult,Event,,,,,,,,Event
event:hungary_requesting_permission_to_attack_soviets,Hungary requesting permission to attack Soviets,event,,,,,,,,event
event:hurricane-signals-hoisted,Hoisting Hurricane Signals,event,,,,,,,,event
event:hutton-dead,Frederick R. Hutton Dead,event,,,,,,,,event
event:ice-break-up,Ice Break-Up on Potomac River,Event,,,,,,,,Event
event:ice-supply-agreement,Ice Supply Agreement,event,,,,,,,,event
event:ice_conservation_committee,Ice Conservation Committee Formed,Event,,,,,,,,Event
event:ice_cream_contamination,Ice Cream Contamination at Chapin-Sacks Manufacturing Company,event,,,,,,,,event
event:ice_rationing,Ice Rationing,Event,,,,,,,,Event
event:ice_shortage,Ice Shortage,Event,,,,,,,,Event
event:ice_shortage_cause,Cause of Ice Shortage,Event,,,,,,,,Event
event:ice_shortage_consequences,Consequences of Ice Shortage,Event,,,,,,,,Event
event:ice_shortage_household,Household Ice Needs Prioritized,Event,,,,,,,,Event
event:ice_shortage_impact,Impact of Ice Shortage on Manufacturing,Event,,,,,,,,Event
event:ice_shortage_military,Military Impact on Ice Manufacturing,Event,,,,,,,,Event
event:ice_shortage_philadelphia,Ice Shortage in Philadelphia,Event,,,,,,,,Event
event:ice_shortage_strict_economy,Strict Economy Measures Required,Event,,,,,,,,Event
event:ice_shortage_washington,Ice Shortage in Washington,Event,,,,,,,,Event
event:icebergs-in-ship-lanes,Icebergs in Ship Lanes,Event,,,,,,,,Event
event:identification,Identification,event,,,,,,,,event
event:illinois_governor_race,Illinois Governor Race,event,,,,,,,,event
event:illinois_republican_platform,Illinois Republican Platform Demands Dictated Peace,event,,,,,,,,event
event:illness,illness,Event,,,,,,,,Event
event:immigration-bill-discussion,Discuss Immigration Bill,event,,,,,,,,event
event:immigration-bureau-assistance,Immigration Bureau to help find employment for returned men,event,,,,,,,,event
event:immigration-restriction-bill,Bill for Restrictive Immigration,Event,,,,,,,,Event
event:immigration-suspension-support,Support for Temporary Suspension of Immigration,Event,,,,,,,,Event
event:immigration_bill_considered,Immigration Bill Considered,event,,,,,,,,event
event:immigration_study,Immigration Study,event,,,,,,,,event
event:import-ban,French government imposes import embargo similar to British,event,,,,,,,,event
event:impossibility-of-japanese-passage,Impossibility of Japanese Passage,Event,,,,,,,,Event
event:improved_health,Improvement in the health of the Army,Event,,,,,,,,Event
event:improved_positions_of_french_troops_south_of_ambleny,Improved Positions of French Troops South of Ambleny,event,,,,,,,,event
event:improved_shipping,Improvement in the shipping situation,Event,,,,,,,,Event
event:inaugural_ceremonies,inaugural ceremonies,Event,,,,,,,,Event
event:inaugural_committees,Inaugural Committees,Event,,,,,,,,Event
event:inaugural_parade,Inaugural Parade,Event,,,,,,,,Event
event:inauguration,President Wilson's second inauguration,event,,,,,,,,event
event:inauguration-committee-appointment,Appointment of Inauguration Committee,Event,,,,,,,,Event
event:inauguration-of-president-wilson,Inauguration of President Wilson,Event,,,,,,,,Event
event:inauguration-plans,Harding's inauguration plans,Event,,,,,,,,Event
event:inauguration-problems,inauguration problems,event,,,,,,,,event
event:inauguration_failure,Failure to Name Inaugural Chairman,Event,,,,,,,,Event
event:inauguration_of_president_strayer,Inauguration of President Strayer,Event,,,,,,,,Event
event:inauguration_parade,inauguration parade,Event,,,,,,,,Event
event:income-tax-increase,Income Tax Increase,event,,,,,,,,event
event:income_deficits_1916,Income Deficits in 1916,Event,,,,,,,,Event
event:income_tax_postponement_demand,Congress may act to delay income tax due on Dec 15,Event,,,,,,,,Event
event:increase_army,Increase Army,Event,,,,,,,,Event
event:increase_in_fare,Increase in Fare,event,,,,,,,,event
event:increase_in_teachers_salaries_and_school_buildings,"Increase in Teachers, Salaries, and School Buildings",event,,,,,,,,event
event:increase_marine_corps,Increase in Marine Corps permanent enlisted length,Event,,,,,,,,Event
event:increased_rates_chesapeake_and_potomac_telephone_company,Increased Rates for Chesapeake and Potomac Telephone Company,event,,,,,,,,event
event:increases-given-to-school-teachers-take-effect-as-of-july-1,Increases given to school teachers take effect as of July 1,event,,,,,,,,event
event:increasing_facilities,Increasing facilities for the railroads,Event,,,,,,,,Event
event:india_strike,India Strike,Event,,,,,,,,Event
event:indian_death,Indian Dies at 150 Years Old,Event,,,,,,,,Event
event:indiana-republican-convention-platform,Indiana Republican Convention Platform,Event,,,,,,,,Event
event:indiana-voting-age,Indiana voters who registered as '21 years plus' face loss of vote,Event,,,,,,,,Event
event:indianapolis-coal-miners-settlement,Indianapolis Coal Miners Strike Settlement,event,,,,,,,,event
event:indictment,Indictment of Clothing Manufacturers and Others,Event,,,,,,,,Event
event:indictment_bailey,Indictment of Simon Bailey,Event,,,,,,,,Event
event:indictment_brown,Indictment of Richard J. Brown,Event,,,,,,,,Event
event:indictment_brown_2,Indictment of Jerome Brown,Event,,,,,,,,Event
event:indictment_burck,Indictment of Thurman Burck,Event,,,,,,,,Event
event:indictment_cook,Indictment of Albert Cook,Event,,,,,,,,Event
event:indictment_cook_2,Indictment of Albert B. Cook,Event,,,,,,,,Event
event:indictment_dixon,Indictment of Julius A. Dix%en,Event,,,,,,,,Event
event:indictment_donn,Indictment of G. Elmer Donn,Event,,,,,,,,Event
event:indictment_gillian,Indictment of Charles Gillian,Event,,,,,,,,Event
event:indictment_grooms,Indictment of William Grooms,Event,,,,,,,,Event
event:indictment_hall,Indictment of David Hall,Event,,,,,,,,Event
event:indictment_johnson,Indictment of Raymond Johnson,Event,,,,,,,,Event
event:indictment_kraft,Indictment of William B. Kraft and Louis Kraft,Event,,,,,,,,Event
event:indictment_lancaster,Indictment of Benjamin Lancaster,Event,,,,,,,,Event
event:indictment_levy,Indictment of William W. Levy and George W. Levy,Event,,,,,,,,Event
event:indictment_lochnane,Indictment of Viola Lochnane,Event,,,,,,,,Event
event:indictment_mcauliffe,Indictment of Florence M. McAuliffe,Event,,,,,,,,Event
event:indictment_money,Indictment of William C. Money,Event,,,,,,,,Event
event:indictment_peet,Indictment of William Peet,Event,,,,,,,,Event
event:indictment_perry,Indictment of Joseph Perry,Event,,,,,,,,Event
event:indictment_pfleger,Indictment of Mary Pfleger,Event,,,,,,,,Event
event:indictment_porter,Indictment of Isaac D. Porter,Event,,,,,,,,Event
event:indictment_queenan,Indictment of James Queenan,Event,,,,,,,,Event
event:indictment_rubin,Indictment of Benjamin Rubin,Event,,,,,,,,Event
event:indictment_sanford,Indictment of Walter Sanford,Event,,,,,,,,Event
event:indictment_smith,Indictment of Wilford Smith,Event,,,,,,,,Event
event:indictment_thomas,Indictment of May Thomas,Event,,,,,,,,Event
event:indictment_torrance,Indictment of Peter M. Torrance,Event,,,,,,,,Event
event:indictment_turner,Indictment of John Oden Turner,Event,,,,,,,,Event
event:indictment_wells,Indictment of Rosie Wells,Event,,,,,,,,Event
event:indictment_wentworth,Indictment of George K. Wentworth,Event,,,,,,,,Event
event:indictments,Indictments,Event,,,,,,,,Event
event:indictments-against-egg-dealers,Indictments Against Egg Dealers,event,,,,,,,,event
event:industrial-conference-crisis,Crisis in Industrial Conference,event,,,,,,,,event
event:industrial-strikes-over,Industrial Strikes Over,Event,,,,,,,,Event
event:industrial_army_praise,Industrial Army Praise,Event,,,,,,,,Event
event:industrial_conflict,Industrial Conflict,event,,,,,,,,event
event:industrial_conflict_management,President's Conference Aims to Create Collective Bargaining System,Event,,,,,,,,Event
event:industrial_councils,Industrial Councils Take Control in Hamburg,Event,,,,,,,,Event
event:industrial_storm_aviated,Industrial Storm Averted by Good Understanding,Event,,,,,,,,Event
event:industrial_truce,Industrial truce,Event,,,,,,,,Event
event:industrial_workers_of_the_world_seizure,Seizure of IWW documents and correspondence,Event,,,,,,,,Event
event:industry-suspension,Industry Suspension,Event,,,,,,,,Event
event:infantile-paralysis-spreads,Infantile Paralysis Spreads,Event,,,,,,,,Event
event:infantile_paralysis_cases,Infantile Paralysis Cases,Event,,,,,,,,Event
event:infantile_paralysis_decreasing,Infantile paralysis decreasing,Event,,,,,,,,Event
event:infantry-fighting,Infantry fighting halted,Event,,,,,,,,Event
event:infantry_rest_verdun,Infantry Rest at Verdun,event,,,,,,,,event
event:influenza-deaths,Influenza Deaths,event,,,,,,,,event
event:influenza-decrease,Influenza Decrease,event,,,,,,,,event
event:influenza-outbreak,Influenza Outbreak,event,,,,,,,,event
event:influenza_deaths,Influenza deaths in the District,Event,,,,,,,,Event
event:influenza_epidemic,Influenza Epidemic,Event,,,,,,,,Event
event:influenza_outbreak,Influenza outbreak among former Austrian imperial family,Event,,,,,,,,Event
event:informal_reception,Informal Reception,event,,,,,,,,event
event:inquest,Inquest,Event,,,,,,,,Event
event:inquest-harneck,Inquest of Harneck,event,,,,,,,,event
event:inspection_of_national_guard,Inspection of National Guard,Event,,,,,,,,Event
event:installation-of-new-officers,Installation of New Officers,event,,,,,,,,event
event:installation-of-new-officers-1,Installation of New Officers,event,,,,,,,,event
event:insurance-paid,Insurance paid,event,,,,,,,,event
event:insurance_decrease,Decrease in war risk insurance on outbound vessels,event,,,,,,,,event
event:insurance_policy,insurance policy,event,,,,,,,,event
event:intangible-tax-delay,Intangible Tax Delay,Event,,,,,,,,Event
event:intense-struggle-in-verdun-region,Intense Struggle in Verdun Region,Event,,,,,,,,Event
event:interallied_conference,Interallied Conference,Event,,,,,,,,Event
event:interallied_relief_committee_meeting,Interallied Relief Committee Meeting,Event,,,,,,,,Event
event:intercompany_transfers,Inauguration of free intercompany transfers,Event,,,,,,,,Event
event:internal-pressure-on-german-government,Internal pressure on German government,Event,,,,,,,,Event
event:internal_disorders,Internal disorders in Poland,Event,,,,,,,,Event
event:international_labor_conference,International Labor Conference,Event,,,,,,,,Event
event:intervention,intervention,Event,,,,,,,,Event
event:intricate_problems_at_peace_table,Intricate Problems at Peace Table,Event,,,,,,,,Event
event:investigating_trolley_poles,Investigating Trolley Poles,Event,,,,,,,,Event
event:investigation,Investigation of Frank Poschl's Death,event,,,,,,,,event
event:investigation-illegal-acts,Investigation of Illegal Acts,Event,,,,,,,,Event
event:investigation-mrs-jong-death,Investigation into Mrs. Jong's Death,Event,,,,,,,,Event
event:investigation-of-leak,Investigation of leak,event,,,,,,,,event
event:investigation-of-longshoremen-strike,Investigation of Longshoremen Strike,event,,,,,,,,event
event:investigation_bombs,Investigating Bombs,Event,,,,,,,,Event
event:investigation_by_senate_labor_committee,Investigation by Senate Labor Committee,Event,,,,,,,,Event
event:investigation_of_fires,Investigation of fires,Event,,,,,,,,Event
event:ireland_settlement,Ireland Settlement,Event,,,,,,,,Event
event:irish-hearing-resolution,Irish Hearing Resolution,Event,,,,,,,,Event
event:irish_convention_agreement,Irish Convention agreement,Event,,,,,,,,Event
event:irish_nationalists_refusal,Irish Nationalists' Refusal to Join Parliament,Event,,,,,,,,Event
event:irish_question_left_in_clemenceaus_hands,Irish Question Left in Clemenceau's Hands,event,,,,,,,,event
event:irish_rebellion_trials,Irish Rebellion Trials,event,,,,,,,,event
event:iron_county_prohibition_conflict,conflict,event,,,,,,,,event
event:ironbound_censorship,Ironbound censorship,Event,,,,,,,,Event
event:ironworkers-strike,Ironworkers Strike,event,,,,,,,,event
event:ishida-guilty,Noburu Ishida found guilty of murdering Dr. Wolff,event,,,,,,,,event
event:isolation-of-germany,Isolation of Germany,Event,,,,,,,,Event
event:italian-advance,Italian advance on Piave front,Event,,,,,,,,Event
event:italian-advance-albania,ITALIAN ADVANCE IN ALBANIA,Event,,,,,,,,Event
event:italian-advance-isonzo-front,Italian advance on Isonzo front,Event,,,,,,,,Event
event:italian-air-raid,Italian Air Raid,Event,,,,,,,,Event
event:italian-austrian-battle,Italian-Austrian Battle,event,,,,,,,,event
event:italian-blockade,Italian Blockade,Event,,,,,,,,Event
event:italian-campaign,Italian Campaign,Event,,,,,,,,Event
event:italian-campaign-in-gorizia-region,Italian Campaign in Gorizia Region,Event,,,,,,,,Event
event:italian-counter-offensive,Italian Counter-Offensive,event,,,,,,,,event
event:italian-defeat,Italian defeat,event,,,,,,,,event
event:italian-defense,Italian Defense,event,,,,,,,,event
event:italian-evacuation,Italian evacuation from Col Santo,Event,,,,,,,,Event
event:italian-flag-flown,Italian flag flown from White House,event,,,,,,,,event
event:italian-forces-capture-position,Italian forces capture Cavento,Event,,,,,,,,Event
event:italian-front,Italian Front,Event,,,,,,,,Event
event:italian-front-battle,Battle on the Italian front,Event,,,,,,,,Event
event:italian-front-deployment,Italian Front Deployment,event,,,,,,,,event
event:italian-front-fighting,Italian front fighting,Event,,,,,,,,Event
event:italian-gains,Italian gains on Isonzo front,event,,,,,,,,event
event:italian-gains-trentino,Italian gains in Trentino,Event,,,,,,,,Event
event:italian-incident,Italian incident,Event,,,,,,,,Event
event:italian-mission,Italian mission visit,event,,,,,,,,event
event:italian-morale,Italian Morale,event,,,,,,,,event
event:italian-offensive,Italian Offensive,event,,,,,,,,event
event:italian-offensive-carso-plateau,Italian offensive on the Carso plateau,Event,,,,,,,,Event
event:italian-offensive-on-isonzo,Italian offensive on Isonzo,event,,,,,,,,event
event:italian-offensive-success,Italian offensive develops successfully,Event,,,,,,,,Event
event:italian-prisoners,Italian prisoners taken,Event,,,,,,,,Event
event:italian-prisoners-return,Return of Italian Prisoners,Event,,,,,,,,Event
event:italian-purchase-negotiations,Italian Purchase Negotiations,event,,,,,,,,event
event:italian-reception,Reception for Italian War Commission,Event,,,,,,,,Event
event:italian-repulsion-counter-attack,Italian repulsion of counter-attack,event,,,,,,,,event
event:italian-retreat,Italian Retreat,Event,,,,,,,,Event
event:italian-seizure,Italian seizure of American vessel,event,,,,,,,,event
event:italian-troop-landing,Italian Troop Landing,Event,,,,,,,,Event
event:italian-victory,Italian Victory,event,,,,,,,,event
event:italian-victory-piave,Italian Victory on Piave River,event,,,,,,,,event
event:italian-withdrawal,Italian withdrawal and evacuation,event,,,,,,,,event
event:italian_advancement,Italian advancement,Event,,,,,,,,Event
event:italian_agitation,Italian Agitation,event,,,,,,,,event
event:italian_attack_repulsed,Italian Attack Repulsed,Event,,,,,,,,Event
event:italian_cabinet_changes,Italian Cabinet Changes,event,,,,,,,,event
event:italian_cabinet_resignation,Italian Cabinet Resigns,Event,,,,,,,,Event
event:italian_coal_situation,Italian Coal Situation,Event,,,,,,,,Event
event:italian_conference,Conferences between President Wilson and Italian officials,Event,,,,,,,,Event
event:italian_conflict_resolution,Italian conflict resolution,event,,,,,,,,event
event:italian_crisis,Italian Crisis,event,,,,,,,,event
event:italian_defense_piave,Italian Defense Along the Piave,event,,,,,,,,event
event:italian_delegation,Italian Delegation,Event,,,,,,,,Event
event:italian_democracy,Italian Democracy,event,,,,,,,,event
event:italian_dispute,Italian Dispute,Event,,,,,,,,Event
event:italian_front_battle,Italian Front Battle,Event,,,,,,,,Event
event:italian_greeting,Italian Greeting to Russian Revolutionaries,event,,,,,,,,event
event:italian_key,Italy Considered Key,Event,,,,,,,,Event
event:italian_mission_visit,Italian Mission Visit,Event,,,,,,,,Event
event:italian_mutinies,Italian Mutinies,event,,,,,,,,event
event:italian_occupation,Italian occupation,Event,,,,,,,,Event
event:italian_parliament_call,Italian parliament call,event,,,,,,,,event
event:italian_parliament_session,Italian Parliament Session,event,,,,,,,,event
event:italian_people_in_london,Italian People in London,event,,,,,,,,event
event:italian_press_government_support,Italian press government support,event,,,,,,,,event
event:italian_ship_sinking,Italian Ship Sinking,event,,,,,,,,event
event:italian_soldier_mobilization,Italian soldier mobilization,event,,,,,,,,event
